reservoir_name,distlabel,district,basin,date,storage_bcm,month,day,year,year_completed,river,location,type,height_m,length_m,volume_content_103m3,gross_storage_capacity_103m3,reservoir_area_103m2,effective_storage_capacity_103m3,purpose,designed_spillway_capacity_m3_s,x,gross_storage_capacity_109m3,effective_storage_capacity_109m3,lat,long,drought
Manikdoh,Ahmadnagar - Low drought risk,Ahmadnagar,KRISHNA,2015-10-01,0.07,10,1,2015,1984,Kukadi,"Pune, Junnar",Gravity,51.8,930,596,308060.00,18434,283070.00,Irrigation & Hydroelectricity,1439,NA,0.30806,0.28307,19.235013,73.814167,Low drought risk
Manikdoh,Ahmadnagar - Low drought risk,Ahmadnagar,KRISHNA,2015-11-01,0.07,11,1,2015,1984,Kukadi,"Pune, Junnar",Gravity,51.8,930,596,308060.00,18434,283070.00,Irrigation & Hydroelectricity,1439,NA,0.30806,0.28307,19.235013,73.814167,Low drought risk
Manikdoh,Ahmadnagar - Low drought risk,Ahmadnagar,KRISHNA,2015-12-01,0.03,12,1,2015,1984,Kukadi,"Pune, Junnar",Gravity,51.8,930,596,308060.00,18434,283070.00,Irrigation & Hydroelectricity,1439,NA,0.30806,0.28307,19.235013,73.814167,Low drought risk
Yeldari Reservoir,Parbhani - High drought risk,Parbhani,GODAVARI,2015-01-01,0.23,1,1,2015,1968,Purna,Yeldari,Earthfill,51.2,4232,NA,934310.00,101540,809660.00,Irrigation & Hydroelectricity,10477,NA,0.93431,0.80966,19.714363,76.71221,High drought risk
Yeldari Reservoir,Parbhani - High drought risk,Parbhani,GODAVARI,2015-02-01,0.17,2,1,2015,1968,Purna,Yeldari,Earthfill,51.2,4232,NA,934310.00,101540,809660.00,Irrigation & Hydroelectricity,10477,NA,0.93431,0.80966,19.714363,76.71221,High drought risk
Yeldari Reservoir,Parbhani - High drought risk,Parbhani,GODAVARI,2015-03-01,0.11,3,1,2015,1968,Purna,Yeldari,Earthfill,51.2,4232,NA,934310.00,101540,809660.00,Irrigation & Hydroelectricity,10477,NA,0.93431,0.80966,19.714363,76.71221,High drought risk
Yeldari Reservoir,Parbhani - High drought risk,Parbhani,GODAVARI,2015-04-01,0.09,4,1,2015,1968,Purna,Yeldari,Earthfill,51.2,4232,NA,934310.00,101540,809660.00,Irrigation & Hydroelectricity,10477,NA,0.93431,0.80966,19.714363,76.71221,High drought risk
Yeldari Reservoir,Parbhani - High drought risk,Parbhani,GODAVARI,2015-05-01,0.04,5,1,2015,1968,Purna,Yeldari,Earthfill,51.2,4232,NA,934310.00,101540,809660.00,Irrigation & Hydroelectricity,10477,NA,0.93431,0.80966,19.714363,76.71221,High drought risk
Yeldari Reservoir,Parbhani - High drought risk,Parbhani,GODAVARI,2015-06-01,0.01,6,1,2015,1968,Purna,Yeldari,Earthfill,51.2,4232,NA,934310.00,101540,809660.00,Irrigation & Hydroelectricity,10477,NA,0.93431,0.80966,19.714363,76.71221,High drought risk
Yeldari Reservoir,Parbhani - High drought risk,Parbhani,GODAVARI,2015-07-01,0.01,7,1,2015,1968,Purna,Yeldari,Earthfill,51.2,4232,NA,934310.00,101540,809660.00,Irrigation & Hydroelectricity,10477,NA,0.93431,0.80966,19.714363,76.71221,High drought risk
Yeldari Reservoir,Parbhani - High drought risk,Parbhani,GODAVARI,2015-08-01,0.03,8,1,2015,1968,Purna,Yeldari,Earthfill,51.2,4232,NA,934310.00,101540,809660.00,Irrigation & Hydroelectricity,10477,NA,0.93431,0.80966,19.714363,76.71221,High drought risk
Yeldari Reservoir,Parbhani - High drought risk,Parbhani,GODAVARI,2015-09-01,0.12,9,1,2015,1968,Purna,Yeldari,Earthfill,51.2,4232,NA,934310.00,101540,809660.00,Irrigation & Hydroelectricity,10477,NA,0.93431,0.80966,19.714363,76.71221,High drought risk
Yeldari Reservoir,Parbhani - High drought risk,Parbhani,GODAVARI,2015-10-01,0.12,10,1,2015,1968,Purna,Yeldari,Earthfill,51.2,4232,NA,934310.00,101540,809660.00,Irrigation & Hydroelectricity,10477,NA,0.93431,0.80966,19.714363,76.71221,High drought risk
Yeldari Reservoir,Parbhani - High drought risk,Parbhani,GODAVARI,2015-11-01,0.09,11,1,2015,1968,Purna,Yeldari,Earthfill,51.2,4232,NA,934310.00,101540,809660.00,Irrigation & Hydroelectricity,10477,NA,0.93431,0.80966,19.714363,76.71221,High drought risk
Yeldari Reservoir,Parbhani - High drought risk,Parbhani,GODAVARI,2015-12-01,0.06,12,1,2015,1968,Purna,Yeldari,Earthfill,51.2,4232,NA,934310.00,101540,809660.00,Irrigation & Hydroelectricity,10477,NA,0.93431,0.80966,19.714363,76.71221,High drought risk
Mula Reservoir,Nagpur - Low drought risk,Nagpur,GODAVARI,2015-01-01,0.28,1,1,2015,1972,Mula,"Ahmadnagar, Rahuri",EarthfillGravity,48.17,2856,7594,736320.00,53600,608890.00,Irrigation,5947,NA,0.73632,0.60889,19.339931,74.609622,Low drought risk
Mula Reservoir,Nagpur - Low drought risk,Nagpur,GODAVARI,2015-02-01,0.21,2,1,2015,1972,Mula,"Ahmadnagar, Rahuri",EarthfillGravity,48.17,2856,7594,736320.00,53600,608890.00,Irrigation,5947,NA,0.73632,0.60889,19.339931,74.609622,Low drought risk
Mula Reservoir,Nagpur - Low drought risk,Nagpur,GODAVARI,2015-03-01,0.12,3,1,2015,1972,Mula,"Ahmadnagar, Rahuri",EarthfillGravity,48.17,2856,7594,736320.00,53600,608890.00,Irrigation,5947,NA,0.73632,0.60889,19.339931,74.609622,Low drought risk
Mula Reservoir,Nagpur - Low drought risk,Nagpur,GODAVARI,2015-04-01,0.09,4,1,2015,1972,Mula,"Ahmadnagar, Rahuri",EarthfillGravity,48.17,2856,7594,736320.00,53600,608890.00,Irrigation,5947,NA,0.73632,0.60889,19.339931,74.609622,Low drought risk
Mula Reservoir,Nagpur - Low drought risk,Nagpur,GODAVARI,2015-05-01,0.05,5,1,2015,1972,Mula,"Ahmadnagar, Rahuri",EarthfillGravity,48.17,2856,7594,736320.00,53600,608890.00,Irrigation,5947,NA,0.73632,0.60889,19.339931,74.609622,Low drought risk
Mula Reservoir,Nagpur - Low drought risk,Nagpur,GODAVARI,2015-06-01,0.03,6,1,2015,1972,Mula,"Ahmadnagar, Rahuri",EarthfillGravity,48.17,2856,7594,736320.00,53600,608890.00,Irrigation,5947,NA,0.73632,0.60889,19.339931,74.609622,Low drought risk
Mula Reservoir,Nagpur - Low drought risk,Nagpur,GODAVARI,2015-07-01,0.19,7,1,2015,1972,Mula,"Ahmadnagar, Rahuri",EarthfillGravity,48.17,2856,7594,736320.00,53600,608890.00,Irrigation,5947,NA,0.73632,0.60889,19.339931,74.609622,Low drought risk
Mula Reservoir,Nagpur - Low drought risk,Nagpur,GODAVARI,2015-08-01,0.26,8,1,2015,1972,Mula,"Ahmadnagar, Rahuri",EarthfillGravity,48.17,2856,7594,736320.00,53600,608890.00,Irrigation,5947,NA,0.73632,0.60889,19.339931,74.609622,Low drought risk
Mula Reservoir,Nagpur - Low drought risk,Nagpur,GODAVARI,2015-09-01,0.31,9,1,2015,1972,Mula,"Ahmadnagar, Rahuri",EarthfillGravity,48.17,2856,7594,736320.00,53600,608890.00,Irrigation,5947,NA,0.73632,0.60889,19.339931,74.609622,Low drought risk
Mula Reservoir,Nagpur - Low drought risk,Nagpur,GODAVARI,2015-10-01,0.31,10,1,2015,1972,Mula,"Ahmadnagar, Rahuri",EarthfillGravity,48.17,2856,7594,736320.00,53600,608890.00,Irrigation,5947,NA,0.73632,0.60889,19.339931,74.609622,Low drought risk
Mula Reservoir,Nagpur - Low drought risk,Nagpur,GODAVARI,2015-11-01,0.24,11,1,2015,1972,Mula,"Ahmadnagar, Rahuri",EarthfillGravity,48.17,2856,7594,736320.00,53600,608890.00,Irrigation,5947,NA,0.73632,0.60889,19.339931,74.609622,Low drought risk
Mula Reservoir,Nagpur - Low drought risk,Nagpur,GODAVARI,2015-12-01,0.13,12,1,2015,1972,Mula,"Ahmadnagar, Rahuri",EarthfillGravity,48.17,2856,7594,736320.00,53600,608890.00,Irrigation,5947,NA,0.73632,0.60889,19.339931,74.609622,Low drought risk
Bhatghar,Pune - Low drought risk,Pune,KRISHNA,2015-01-01,0.49,1,1,2015,1927,Velvandi,"Pune, Bhor",Gravity,57.92,1625,650,670650.00,31900,666000.00,Irrigation & Hydroelectricity,1599,NA,0.67065,0.666,18.176619,73.870741,Low drought risk
Bhatghar,Pune - Low drought risk,Pune,KRISHNA,2015-02-01,0.43,2,1,2015,1927,Velvandi,"Pune, Bhor",Gravity,57.92,1625,650,670650.00,31900,666000.00,Irrigation & Hydroelectricity,1599,NA,0.67065,0.666,18.176619,73.870741,Low drought risk
Bhatghar,Pune - Low drought risk,Pune,KRISHNA,2015-03-01,0.36,3,1,2015,1927,Velvandi,"Pune, Bhor",Gravity,57.92,1625,650,670650.00,31900,666000.00,Irrigation & Hydroelectricity,1599,NA,0.67065,0.666,18.176619,73.870741,Low drought risk
Bhatghar,Pune - Low drought risk,Pune,KRISHNA,2015-04-01,0.18,4,1,2015,1927,Velvandi,"Pune, Bhor",Gravity,57.92,1625,650,670650.00,31900,666000.00,Irrigation & Hydroelectricity,1599,NA,0.67065,0.666,18.176619,73.870741,Low drought risk
Bhatghar,Pune - Low drought risk,Pune,KRISHNA,2015-05-01,0.02,5,1,2015,1927,Velvandi,"Pune, Bhor",Gravity,57.92,1625,650,670650.00,31900,666000.00,Irrigation & Hydroelectricity,1599,NA,0.67065,0.666,18.176619,73.870741,Low drought risk
Bhatghar,Pune - Low drought risk,Pune,KRISHNA,2015-06-01,0.19,6,1,2015,1927,Velvandi,"Pune, Bhor",Gravity,57.92,1625,650,670650.00,31900,666000.00,Irrigation & Hydroelectricity,1599,NA,0.67065,0.666,18.176619,73.870741,Low drought risk
Bhatghar,Pune - Low drought risk,Pune,KRISHNA,2015-07-01,0.4,7,1,2015,1927,Velvandi,"Pune, Bhor",Gravity,57.92,1625,650,670650.00,31900,666000.00,Irrigation & Hydroelectricity,1599,NA,0.67065,0.666,18.176619,73.870741,Low drought risk
Bhatghar,Pune - Low drought risk,Pune,KRISHNA,2015-08-01,0.47,8,1,2015,1927,Velvandi,"Pune, Bhor",Gravity,57.92,1625,650,670650.00,31900,666000.00,Irrigation & Hydroelectricity,1599,NA,0.67065,0.666,18.176619,73.870741,Low drought risk
Bhatghar,Pune - Low drought risk,Pune,KRISHNA,2015-09-01,0.46,9,1,2015,1927,Velvandi,"Pune, Bhor",Gravity,57.92,1625,650,670650.00,31900,666000.00,Irrigation & Hydroelectricity,1599,NA,0.67065,0.666,18.176619,73.870741,Low drought risk
Bhatghar,Pune - Low drought risk,Pune,KRISHNA,2015-10-01,0.47,10,1,2015,1927,Velvandi,"Pune, Bhor",Gravity,57.92,1625,650,670650.00,31900,666000.00,Irrigation & Hydroelectricity,1599,NA,0.67065,0.666,18.176619,73.870741,Low drought risk
Bhatghar,Pune - Low drought risk,Pune,KRISHNA,2015-11-01,0.44,11,1,2015,1927,Velvandi,"Pune, Bhor",Gravity,57.92,1625,650,670650.00,31900,666000.00,Irrigation & Hydroelectricity,1599,NA,0.67065,0.666,18.176619,73.870741,Low drought risk
Bhatghar,Pune - Low drought risk,Pune,KRISHNA,2015-12-01,0.27,12,1,2015,1927,Velvandi,"Pune, Bhor",Gravity,57.92,1625,650,670650.00,31900,666000.00,Irrigation & Hydroelectricity,1599,NA,0.67065,0.666,18.176619,73.870741,Low drought risk
Dhom,Kolhapur - Low drought risk,Kolhapur,KRISHNA,2015-01-01,0.22,1,1,2015,1977,Krishna,Wai,EarthfillGravity,50,2478,6335,382270.00,2498,331100.00,Irrigation & Hydroelectricity,1778.29,NA,0.38227,0.3311,17.981779,73.818202,Low drought risk
Dhom,Kolhapur - Low drought risk,Kolhapur,KRISHNA,2015-02-01,0.22,2,1,2015,1977,Krishna,Wai,EarthfillGravity,50,2478,6335,382270.00,2498,331100.00,Irrigation & Hydroelectricity,1778.29,NA,0.38227,0.3311,17.981779,73.818202,Low drought risk
Dhom,Kolhapur - Low drought risk,Kolhapur,KRISHNA,2015-03-01,0.21,3,1,2015,1977,Krishna,Wai,EarthfillGravity,50,2478,6335,382270.00,2498,331100.00,Irrigation & Hydroelectricity,1778.29,NA,0.38227,0.3311,17.981779,73.818202,Low drought risk
Dhom,Kolhapur - Low drought risk,Kolhapur,KRISHNA,2015-04-01,0.2,4,1,2015,1977,Krishna,Wai,EarthfillGravity,50,2478,6335,382270.00,2498,331100.00,Irrigation & Hydroelectricity,1778.29,NA,0.38227,0.3311,17.981779,73.818202,Low drought risk
Dhom,Kolhapur - Low drought risk,Kolhapur,KRISHNA,2015-05-01,0.12,5,1,2015,1977,Krishna,Wai,EarthfillGravity,50,2478,6335,382270.00,2498,331100.00,Irrigation & Hydroelectricity,1778.29,NA,0.38227,0.3311,17.981779,73.818202,Low drought risk
Dhom,Kolhapur - Low drought risk,Kolhapur,KRISHNA,2015-06-01,0.14,6,1,2015,1977,Krishna,Wai,EarthfillGravity,50,2478,6335,382270.00,2498,331100.00,Irrigation & Hydroelectricity,1778.29,NA,0.38227,0.3311,17.981779,73.818202,Low drought risk
Dhom,Kolhapur - Low drought risk,Kolhapur,KRISHNA,2015-07-01,0.13,7,1,2015,1977,Krishna,Wai,EarthfillGravity,50,2478,6335,382270.00,2498,331100.00,Irrigation & Hydroelectricity,1778.29,NA,0.38227,0.3311,17.981779,73.818202,Low drought risk
Dhom,Kolhapur - Low drought risk,Kolhapur,KRISHNA,2015-08-01,0.15,8,1,2015,1977,Krishna,Wai,EarthfillGravity,50,2478,6335,382270.00,2498,331100.00,Irrigation & Hydroelectricity,1778.29,NA,0.38227,0.3311,17.981779,73.818202,Low drought risk
Dhom,Kolhapur - Low drought risk,Kolhapur,KRISHNA,2015-09-01,0.18,9,1,2015,1977,Krishna,Wai,EarthfillGravity,50,2478,6335,382270.00,2498,331100.00,Irrigation & Hydroelectricity,1778.29,NA,0.38227,0.3311,17.981779,73.818202,Low drought risk
Dhom,Kolhapur - Low drought risk,Kolhapur,KRISHNA,2015-10-01,0.18,10,1,2015,1977,Krishna,Wai,EarthfillGravity,50,2478,6335,382270.00,2498,331100.00,Irrigation & Hydroelectricity,1778.29,NA,0.38227,0.3311,17.981779,73.818202,Low drought risk
Dhom,Kolhapur - Low drought risk,Kolhapur,KRISHNA,2015-11-01,0.19,11,1,2015,1977,Krishna,Wai,EarthfillGravity,50,2478,6335,382270.00,2498,331100.00,Irrigation & Hydroelectricity,1778.29,NA,0.38227,0.3311,17.981779,73.818202,Low drought risk
Dhom,Kolhapur - Low drought risk,Kolhapur,KRISHNA,2015-12-01,0.14,12,1,2015,1977,Krishna,Wai,EarthfillGravity,50,2478,6335,382270.00,2498,331100.00,Irrigation & Hydroelectricity,1778.29,NA,0.38227,0.3311,17.981779,73.818202,Low drought risk
Thokarwadi,Pune - Low drought risk,Pune,KRISHNA,2015-01-01,NA,1,1,2015,1922,Indrayani,"Pune, Maval",Gravity,59.44,741,212,363700.00,24.3,321200.00,Hydroelectricity,546,NA,0.3637,0.3212,18.8647173883197,73.5685400514179,Low drought risk
Thokarwadi,Pune - Low drought risk,Pune,KRISHNA,2015-02-01,NA,2,1,2015,1922,Indrayani,"Pune, Maval",Gravity,59.44,741,212,363700.00,24.3,321200.00,Hydroelectricity,546,NA,0.3637,0.3212,18.8647173883197,73.5685400514179,Low drought risk
Thokarwadi,Pune - Low drought risk,Pune,KRISHNA,2015-03-01,NA,3,1,2015,1922,Indrayani,"Pune, Maval",Gravity,59.44,741,212,363700.00,24.3,321200.00,Hydroelectricity,546,NA,0.3637,0.3212,18.8647173883197,73.5685400514179,Low drought risk
Thokarwadi,Pune - Low drought risk,Pune,KRISHNA,2015-04-01,NA,4,1,2015,1922,Indrayani,"Pune, Maval",Gravity,59.44,741,212,363700.00,24.3,321200.00,Hydroelectricity,546,NA,0.3637,0.3212,18.8647173883197,73.5685400514179,Low drought risk
Thokarwadi,Pune - Low drought risk,Pune,KRISHNA,2015-05-01,NA,5,1,2015,1922,Indrayani,"Pune, Maval",Gravity,59.44,741,212,363700.00,24.3,321200.00,Hydroelectricity,546,NA,0.3637,0.3212,18.8647173883197,73.5685400514179,Low drought risk
Thokarwadi,Pune - Low drought risk,Pune,KRISHNA,2015-06-01,NA,6,1,2015,1922,Indrayani,"Pune, Maval",Gravity,59.44,741,212,363700.00,24.3,321200.00,Hydroelectricity,546,NA,0.3637,0.3212,18.8647173883197,73.5685400514179,Low drought risk
Thokarwadi,Pune - Low drought risk,Pune,KRISHNA,2015-07-01,NA,7,1,2015,1922,Indrayani,"Pune, Maval",Gravity,59.44,741,212,363700.00,24.3,321200.00,Hydroelectricity,546,NA,0.3637,0.3212,18.8647173883197,73.5685400514179,Low drought risk
Thokarwadi,Pune - Low drought risk,Pune,KRISHNA,2015-08-01,NA,8,1,2015,1922,Indrayani,"Pune, Maval",Gravity,59.44,741,212,363700.00,24.3,321200.00,Hydroelectricity,546,NA,0.3637,0.3212,18.8647173883197,73.5685400514179,Low drought risk
Thokarwadi,Pune - Low drought risk,Pune,KRISHNA,2015-09-01,NA,9,1,2015,1922,Indrayani,"Pune, Maval",Gravity,59.44,741,212,363700.00,24.3,321200.00,Hydroelectricity,546,NA,0.3637,0.3212,18.8647173883197,73.5685400514179,Low drought risk
Thokarwadi,Pune - Low drought risk,Pune,KRISHNA,2015-10-01,NA,10,1,2015,1922,Indrayani,"Pune, Maval",Gravity,59.44,741,212,363700.00,24.3,321200.00,Hydroelectricity,546,NA,0.3637,0.3212,18.8647173883197,73.5685400514179,Low drought risk
Thokarwadi,Pune - Low drought risk,Pune,KRISHNA,2015-11-01,NA,11,1,2015,1922,Indrayani,"Pune, Maval",Gravity,59.44,741,212,363700.00,24.3,321200.00,Hydroelectricity,546,NA,0.3637,0.3212,18.8647173883197,73.5685400514179,Low drought risk
Thokarwadi,Pune - Low drought risk,Pune,KRISHNA,2015-12-01,NA,12,1,2015,1922,Indrayani,"Pune, Maval",Gravity,59.44,741,212,363700.00,24.3,321200.00,Hydroelectricity,546,NA,0.3637,0.3212,18.8647173883197,73.5685400514179,Low drought risk
JayakwadiNath Sagar,Pune - High drought risk,Pune,GODAVARI,2015-01-01,0.56,1,1,2015,1976,Godavari,"Aurangabad, Paithan",Earthfill,41.3,10415,13410,2909000.00,39800,2170000.00,Irrigation & Hydroelectricity,18153,NA,2.909,2.17,19.469053,75.363036,High drought risk
JayakwadiNath Sagar,Pune - High drought risk,Pune,GODAVARI,2015-02-01,0.41,2,1,2015,1976,Godavari,"Aurangabad, Paithan",Earthfill,41.3,10415,13410,2909000.00,39800,2170000.00,Irrigation & Hydroelectricity,18153,NA,2.909,2.17,19.469053,75.363036,High drought risk
JayakwadiNath Sagar,Pune - High drought risk,Pune,GODAVARI,2015-03-01,0.28,3,1,2015,1976,Godavari,"Aurangabad, Paithan",Earthfill,41.3,10415,13410,2909000.00,39800,2170000.00,Irrigation & Hydroelectricity,18153,NA,2.909,2.17,19.469053,75.363036,High drought risk
JayakwadiNath Sagar,Pune - High drought risk,Pune,GODAVARI,2015-04-01,0.2,4,1,2015,1976,Godavari,"Aurangabad, Paithan",Earthfill,41.3,10415,13410,2909000.00,39800,2170000.00,Irrigation & Hydroelectricity,18153,NA,2.909,2.17,19.469053,75.363036,High drought risk
JayakwadiNath Sagar,Pune - High drought risk,Pune,GODAVARI,2015-05-01,0.08,5,1,2015,1976,Godavari,"Aurangabad, Paithan",Earthfill,41.3,10415,13410,2909000.00,39800,2170000.00,Irrigation & Hydroelectricity,18153,NA,2.909,2.17,19.469053,75.363036,High drought risk
JayakwadiNath Sagar,Pune - High drought risk,Pune,GODAVARI,2015-06-01,0.04,6,1,2015,1976,Godavari,"Aurangabad, Paithan",Earthfill,41.3,10415,13410,2909000.00,39800,2170000.00,Irrigation & Hydroelectricity,18153,NA,2.909,2.17,19.469053,75.363036,High drought risk
JayakwadiNath Sagar,Pune - High drought risk,Pune,GODAVARI,2015-07-01,0.09,7,1,2015,1976,Godavari,"Aurangabad, Paithan",Earthfill,41.3,10415,13410,2909000.00,39800,2170000.00,Irrigation & Hydroelectricity,18153,NA,2.909,2.17,19.469053,75.363036,High drought risk
JayakwadiNath Sagar,Pune - High drought risk,Pune,GODAVARI,2015-08-01,0.11,8,1,2015,1976,Godavari,"Aurangabad, Paithan",Earthfill,41.3,10415,13410,2909000.00,39800,2170000.00,Irrigation & Hydroelectricity,18153,NA,2.909,2.17,19.469053,75.363036,High drought risk
JayakwadiNath Sagar,Pune - High drought risk,Pune,GODAVARI,2015-09-01,0.15,9,1,2015,1976,Godavari,"Aurangabad, Paithan",Earthfill,41.3,10415,13410,2909000.00,39800,2170000.00,Irrigation & Hydroelectricity,18153,NA,2.909,2.17,19.469053,75.363036,High drought risk
JayakwadiNath Sagar,Pune - High drought risk,Pune,GODAVARI,2015-10-01,0.1,10,1,2015,1976,Godavari,"Aurangabad, Paithan",Earthfill,41.3,10415,13410,2909000.00,39800,2170000.00,Irrigation & Hydroelectricity,18153,NA,2.909,2.17,19.469053,75.363036,High drought risk
JayakwadiNath Sagar,Pune - High drought risk,Pune,GODAVARI,2015-11-01,0.24,11,1,2015,1976,Godavari,"Aurangabad, Paithan",Earthfill,41.3,10415,13410,2909000.00,39800,2170000.00,Irrigation & Hydroelectricity,18153,NA,2.909,2.17,19.469053,75.363036,High drought risk
JayakwadiNath Sagar,Pune - High drought risk,Pune,GODAVARI,2015-12-01,0.19,12,1,2015,1976,Godavari,"Aurangabad, Paithan",Earthfill,41.3,10415,13410,2909000.00,39800,2170000.00,Irrigation & Hydroelectricity,18153,NA,2.909,2.17,19.469053,75.363036,High drought risk
Girna Reservoir,Hingoli - High drought risk,Hingoli,TAPI,2015-01-01,0.13,1,1,2015,1969,Girna,Nandgaon,Earthfill,54.56,963.17,2042,608980.00,60040,525920.00,Irrigation & Hydroelectricity,8433,NA,0.60898,0.52592,20.832733,75.423868,High drought risk
Girna Reservoir,Hingoli - High drought risk,Hingoli,TAPI,2015-02-01,0.11,2,1,2015,1969,Girna,Nandgaon,Earthfill,54.56,963.17,2042,608980.00,60040,525920.00,Irrigation & Hydroelectricity,8433,NA,0.60898,0.52592,20.832733,75.423868,High drought risk
Girna Reservoir,Hingoli - High drought risk,Hingoli,TAPI,2015-03-01,0.09,3,1,2015,1969,Girna,Nandgaon,Earthfill,54.56,963.17,2042,608980.00,60040,525920.00,Irrigation & Hydroelectricity,8433,NA,0.60898,0.52592,20.832733,75.423868,High drought risk
Girna Reservoir,Hingoli - High drought risk,Hingoli,TAPI,2015-04-01,0.08,4,1,2015,1969,Girna,Nandgaon,Earthfill,54.56,963.17,2042,608980.00,60040,525920.00,Irrigation & Hydroelectricity,8433,NA,0.60898,0.52592,20.832733,75.423868,High drought risk
Girna Reservoir,Hingoli - High drought risk,Hingoli,TAPI,2015-05-01,0.04,5,1,2015,1969,Girna,Nandgaon,Earthfill,54.56,963.17,2042,608980.00,60040,525920.00,Irrigation & Hydroelectricity,8433,NA,0.60898,0.52592,20.832733,75.423868,High drought risk
Girna Reservoir,Hingoli - High drought risk,Hingoli,TAPI,2015-06-01,0.05,6,1,2015,1969,Girna,Nandgaon,Earthfill,54.56,963.17,2042,608980.00,60040,525920.00,Irrigation & Hydroelectricity,8433,NA,0.60898,0.52592,20.832733,75.423868,High drought risk
Girna Reservoir,Hingoli - High drought risk,Hingoli,TAPI,2015-07-01,0.04,7,1,2015,1969,Girna,Nandgaon,Earthfill,54.56,963.17,2042,608980.00,60040,525920.00,Irrigation & Hydroelectricity,8433,NA,0.60898,0.52592,20.832733,75.423868,High drought risk
Girna Reservoir,Hingoli - High drought risk,Hingoli,TAPI,2015-08-01,0.02,8,1,2015,1969,Girna,Nandgaon,Earthfill,54.56,963.17,2042,608980.00,60040,525920.00,Irrigation & Hydroelectricity,8433,NA,0.60898,0.52592,20.832733,75.423868,High drought risk
Girna Reservoir,Hingoli - High drought risk,Hingoli,TAPI,2015-09-01,0.06,9,1,2015,1969,Girna,Nandgaon,Earthfill,54.56,963.17,2042,608980.00,60040,525920.00,Irrigation & Hydroelectricity,8433,NA,0.60898,0.52592,20.832733,75.423868,High drought risk
Girna Reservoir,Hingoli - High drought risk,Hingoli,TAPI,2015-10-01,0.05,10,1,2015,1969,Girna,Nandgaon,Earthfill,54.56,963.17,2042,608980.00,60040,525920.00,Irrigation & Hydroelectricity,8433,NA,0.60898,0.52592,20.832733,75.423868,High drought risk
Girna Reservoir,Hingoli - High drought risk,Hingoli,TAPI,2015-11-01,0.03,11,1,2015,1969,Girna,Nandgaon,Earthfill,54.56,963.17,2042,608980.00,60040,525920.00,Irrigation & Hydroelectricity,8433,NA,0.60898,0.52592,20.832733,75.423868,High drought risk
Girna Reservoir,Hingoli - High drought risk,Hingoli,TAPI,2015-12-01,0.02,12,1,2015,1969,Girna,Nandgaon,Earthfill,54.56,963.17,2042,608980.00,60040,525920.00,Irrigation & Hydroelectricity,8433,NA,0.60898,0.52592,20.832733,75.423868,High drought risk
Mulshi Dam,Pune - Low drought risk,Pune,KRISHNA,2015-01-01,NA,1,1,2015,1927,Mula,"Pune, Mulashi",Gravity,48.8,1533.38,NA,52230.00,3802,,Hydroelectricity,1892,NA,0.05223,NA,18.525686,73.511757,Low drought risk
