reservoir_name,distlabel,district,basin,date,storage_bcm,month,day,year,year_completed,river,location,type,height_m,length_m,volume_content_103m3,gross_storage_capacity_103m3,reservoir_area_103m2,effective_storage_capacity_103m3,purpose,designed_spillway_capacity_m3_s,x,gross_storage_capacity_109m3,effective_storage_capacity_109m3,lat,long,drought
Bhatghar,Pune - Low drought risk,Pune,KRISHNA,2016-07-01,0.4,7,1,2016,1927,Velvandi,"Pune, Bhor",Gravity,57.92,1625,650,670650.00,31900,666000.00,Irrigation & Hydroelectricity,1599,NA,0.67065,0.666,18.176619,73.870741,Low drought risk
Bhatghar,Pune - Low drought risk,Pune,KRISHNA,2016-08-01,0.67,8,1,2016,1927,Velvandi,"Pune, Bhor",Gravity,57.92,1625,650,670650.00,31900,666000.00,Irrigation & Hydroelectricity,1599,NA,0.67065,0.666,18.176619,73.870741,Low drought risk
Bhatghar,Pune - Low drought risk,Pune,KRISHNA,2016-09-01,0.67,9,1,2016,1927,Velvandi,"Pune, Bhor",Gravity,57.92,1625,650,670650.00,31900,666000.00,Irrigation & Hydroelectricity,1599,NA,0.67065,0.666,18.176619,73.870741,Low drought risk
Bhatghar,Pune - Low drought risk,Pune,KRISHNA,2016-10-01,0.67,10,1,2016,1927,Velvandi,"Pune, Bhor",Gravity,57.92,1625,650,670650.00,31900,666000.00,Irrigation & Hydroelectricity,1599,NA,0.67065,0.666,18.176619,73.870741,Low drought risk
Bhatghar,Pune - Low drought risk,Pune,KRISHNA,2016-11-01,0.62,11,1,2016,1927,Velvandi,"Pune, Bhor",Gravity,57.92,1625,650,670650.00,31900,666000.00,Irrigation & Hydroelectricity,1599,NA,0.67065,0.666,18.176619,73.870741,Low drought risk
Bhatghar,Pune - Low drought risk,Pune,KRISHNA,2016-12-01,0.51,12,1,2016,1927,Velvandi,"Pune, Bhor",Gravity,57.92,1625,650,670650.00,31900,666000.00,Irrigation & Hydroelectricity,1599,NA,0.67065,0.666,18.176619,73.870741,Low drought risk
Dhom,Kolhapur - Low drought risk,Kolhapur,KRISHNA,2016-01-01,0.13,1,1,2016,1977,Krishna,Wai,EarthfillGravity,50,2478,6335,382270.00,2498,331100.00,Irrigation & Hydroelectricity,1778.29,NA,0.38227,0.3311,17.981779,73.818202,Low drought risk
Dhom,Kolhapur - Low drought risk,Kolhapur,KRISHNA,2016-02-01,0.13,2,1,2016,1977,Krishna,Wai,EarthfillGravity,50,2478,6335,382270.00,2498,331100.00,Irrigation & Hydroelectricity,1778.29,NA,0.38227,0.3311,17.981779,73.818202,Low drought risk
Dhom,Kolhapur - Low drought risk,Kolhapur,KRISHNA,2016-03-01,0.11,3,1,2016,1977,Krishna,Wai,EarthfillGravity,50,2478,6335,382270.00,2498,331100.00,Irrigation & Hydroelectricity,1778.29,NA,0.38227,0.3311,17.981779,73.818202,Low drought risk
Dhom,Kolhapur - Low drought risk,Kolhapur,KRISHNA,2016-04-01,0.1,4,1,2016,1977,Krishna,Wai,EarthfillGravity,50,2478,6335,382270.00,2498,331100.00,Irrigation & Hydroelectricity,1778.29,NA,0.38227,0.3311,17.981779,73.818202,Low drought risk
Dhom,Kolhapur - Low drought risk,Kolhapur,KRISHNA,2016-05-01,0.08,5,1,2016,1977,Krishna,Wai,EarthfillGravity,50,2478,6335,382270.00,2498,331100.00,Irrigation & Hydroelectricity,1778.29,NA,0.38227,0.3311,17.981779,73.818202,Low drought risk
Dhom,Kolhapur - Low drought risk,Kolhapur,KRISHNA,2016-06-01,0.08,6,1,2016,1977,Krishna,Wai,EarthfillGravity,50,2478,6335,382270.00,2498,331100.00,Irrigation & Hydroelectricity,1778.29,NA,0.38227,0.3311,17.981779,73.818202,Low drought risk
Dhom,Kolhapur - Low drought risk,Kolhapur,KRISHNA,2016-07-01,0.18,7,1,2016,1977,Krishna,Wai,EarthfillGravity,50,2478,6335,382270.00,2498,331100.00,Irrigation & Hydroelectricity,1778.29,NA,0.38227,0.3311,17.981779,73.818202,Low drought risk
Dhom,Kolhapur - Low drought risk,Kolhapur,KRISHNA,2016-08-01,0.33,8,1,2016,1977,Krishna,Wai,EarthfillGravity,50,2478,6335,382270.00,2498,331100.00,Irrigation & Hydroelectricity,1778.29,NA,0.38227,0.3311,17.981779,73.818202,Low drought risk
Dhom,Kolhapur - Low drought risk,Kolhapur,KRISHNA,2016-09-01,0.33,9,1,2016,1977,Krishna,Wai,EarthfillGravity,50,2478,6335,382270.00,2498,331100.00,Irrigation & Hydroelectricity,1778.29,NA,0.38227,0.3311,17.981779,73.818202,Low drought risk
Dhom,Kolhapur - Low drought risk,Kolhapur,KRISHNA,2016-10-01,0.33,10,1,2016,1977,Krishna,Wai,EarthfillGravity,50,2478,6335,382270.00,2498,331100.00,Irrigation & Hydroelectricity,1778.29,NA,0.38227,0.3311,17.981779,73.818202,Low drought risk
Dhom,Kolhapur - Low drought risk,Kolhapur,KRISHNA,2016-11-01,0.33,11,1,2016,1977,Krishna,Wai,EarthfillGravity,50,2478,6335,382270.00,2498,331100.00,Irrigation & Hydroelectricity,1778.29,NA,0.38227,0.3311,17.981779,73.818202,Low drought risk
Dhom,Kolhapur - Low drought risk,Kolhapur,KRISHNA,2016-12-01,0.22,12,1,2016,1977,Krishna,Wai,EarthfillGravity,50,2478,6335,382270.00,2498,331100.00,Irrigation & Hydroelectricity,1778.29,NA,0.38227,0.3311,17.981779,73.818202,Low drought risk
Thokarwadi,Pune - Low drought risk,Pune,KRISHNA,2016-01-01,NA,1,1,2016,1922,Indrayani,"Pune, Maval",Gravity,59.44,741,212,363700.00,24.3,321200.00,Hydroelectricity,546,NA,0.3637,0.3212,18.8647173883197,73.5685400514179,Low drought risk
Thokarwadi,Pune - Low drought risk,Pune,KRISHNA,2016-02-01,NA,2,1,2016,1922,Indrayani,"Pune, Maval",Gravity,59.44,741,212,363700.00,24.3,321200.00,Hydroelectricity,546,NA,0.3637,0.3212,18.8647173883197,73.5685400514179,Low drought risk
Thokarwadi,Pune - Low drought risk,Pune,KRISHNA,2016-03-01,NA,3,1,2016,1922,Indrayani,"Pune, Maval",Gravity,59.44,741,212,363700.00,24.3,321200.00,Hydroelectricity,546,NA,0.3637,0.3212,18.8647173883197,73.5685400514179,Low drought risk
Thokarwadi,Pune - Low drought risk,Pune,KRISHNA,2016-04-01,NA,4,1,2016,1922,Indrayani,"Pune, Maval",Gravity,59.44,741,212,363700.00,24.3,321200.00,Hydroelectricity,546,NA,0.3637,0.3212,18.8647173883197,73.5685400514179,Low drought risk
Thokarwadi,Pune - Low drought risk,Pune,KRISHNA,2016-05-01,NA,5,1,2016,1922,Indrayani,"Pune, Maval",Gravity,59.44,741,212,363700.00,24.3,321200.00,Hydroelectricity,546,NA,0.3637,0.3212,18.8647173883197,73.5685400514179,Low drought risk
Thokarwadi,Pune - Low drought risk,Pune,KRISHNA,2016-06-01,NA,6,1,2016,1922,Indrayani,"Pune, Maval",Gravity,59.44,741,212,363700.00,24.3,321200.00,Hydroelectricity,546,NA,0.3637,0.3212,18.8647173883197,73.5685400514179,Low drought risk
Thokarwadi,Pune - Low drought risk,Pune,KRISHNA,2016-07-01,NA,7,1,2016,1922,Indrayani,"Pune, Maval",Gravity,59.44,741,212,363700.00,24.3,321200.00,Hydroelectricity,546,NA,0.3637,0.3212,18.8647173883197,73.5685400514179,Low drought risk
Thokarwadi,Pune - Low drought risk,Pune,KRISHNA,2016-08-01,NA,8,1,2016,1922,Indrayani,"Pune, Maval",Gravity,59.44,741,212,363700.00,24.3,321200.00,Hydroelectricity,546,NA,0.3637,0.3212,18.8647173883197,73.5685400514179,Low drought risk
Thokarwadi,Pune - Low drought risk,Pune,KRISHNA,2016-09-01,NA,9,1,2016,1922,Indrayani,"Pune, Maval",Gravity,59.44,741,212,363700.00,24.3,321200.00,Hydroelectricity,546,NA,0.3637,0.3212,18.8647173883197,73.5685400514179,Low drought risk
Thokarwadi,Pune - Low drought risk,Pune,KRISHNA,2016-10-01,NA,10,1,2016,1922,Indrayani,"Pune, Maval",Gravity,59.44,741,212,363700.00,24.3,321200.00,Hydroelectricity,546,NA,0.3637,0.3212,18.8647173883197,73.5685400514179,Low drought risk
Thokarwadi,Pune - Low drought risk,Pune,KRISHNA,2016-11-01,NA,11,1,2016,1922,Indrayani,"Pune, Maval",Gravity,59.44,741,212,363700.00,24.3,321200.00,Hydroelectricity,546,NA,0.3637,0.3212,18.8647173883197,73.5685400514179,Low drought risk
Thokarwadi,Pune - Low drought risk,Pune,KRISHNA,2016-12-01,NA,12,1,2016,1922,Indrayani,"Pune, Maval",Gravity,59.44,741,212,363700.00,24.3,321200.00,Hydroelectricity,546,NA,0.3637,0.3212,18.8647173883197,73.5685400514179,Low drought risk
JayakwadiNath Sagar,Pune - High drought risk,Pune,GODAVARI,2016-01-01,0.12,1,1,2016,1976,Godavari,"Aurangabad, Paithan",Earthfill,41.3,10415,13410,2909000.00,39800,2170000.00,Irrigation & Hydroelectricity,18153,NA,2.909,2.17,19.469053,75.363036,High drought risk
JayakwadiNath Sagar,Pune - High drought risk,Pune,GODAVARI,2016-02-01,0.05,2,1,2016,1976,Godavari,"Aurangabad, Paithan",Earthfill,41.3,10415,13410,2909000.00,39800,2170000.00,Irrigation & Hydroelectricity,18153,NA,2.909,2.17,19.469053,75.363036,High drought risk
JayakwadiNath Sagar,Pune - High drought risk,Pune,GODAVARI,2016-03-01,0,3,1,2016,1976,Godavari,"Aurangabad, Paithan",Earthfill,41.3,10415,13410,2909000.00,39800,2170000.00,Irrigation & Hydroelectricity,18153,NA,2.909,2.17,19.469053,75.363036,High drought risk
JayakwadiNath Sagar,Pune - High drought risk,Pune,GODAVARI,2016-04-01,0,4,1,2016,1976,Godavari,"Aurangabad, Paithan",Earthfill,41.3,10415,13410,2909000.00,39800,2170000.00,Irrigation & Hydroelectricity,18153,NA,2.909,2.17,19.469053,75.363036,High drought risk
JayakwadiNath Sagar,Pune - High drought risk,Pune,GODAVARI,2016-05-01,0,5,1,2016,1976,Godavari,"Aurangabad, Paithan",Earthfill,41.3,10415,13410,2909000.00,39800,2170000.00,Irrigation & Hydroelectricity,18153,NA,2.909,2.17,19.469053,75.363036,High drought risk
JayakwadiNath Sagar,Pune - High drought risk,Pune,GODAVARI,2016-06-01,0,6,1,2016,1976,Godavari,"Aurangabad, Paithan",Earthfill,41.3,10415,13410,2909000.00,39800,2170000.00,Irrigation & Hydroelectricity,18153,NA,2.909,2.17,19.469053,75.363036,High drought risk
JayakwadiNath Sagar,Pune - High drought risk,Pune,GODAVARI,2016-07-01,0,7,1,2016,1976,Godavari,"Aurangabad, Paithan",Earthfill,41.3,10415,13410,2909000.00,39800,2170000.00,Irrigation & Hydroelectricity,18153,NA,2.909,2.17,19.469053,75.363036,High drought risk
JayakwadiNath Sagar,Pune - High drought risk,Pune,GODAVARI,2016-08-01,1.43,8,1,2016,1976,Godavari,"Aurangabad, Paithan",Earthfill,41.3,10415,13410,2909000.00,39800,2170000.00,Irrigation & Hydroelectricity,18153,NA,2.909,2.17,19.469053,75.363036,High drought risk
JayakwadiNath Sagar,Pune - High drought risk,Pune,GODAVARI,2016-09-01,1.56,9,1,2016,1976,Godavari,"Aurangabad, Paithan",Earthfill,41.3,10415,13410,2909000.00,39800,2170000.00,Irrigation & Hydroelectricity,18153,NA,2.909,2.17,19.469053,75.363036,High drought risk
JayakwadiNath Sagar,Pune - High drought risk,Pune,GODAVARI,2016-10-01,1.77,10,1,2016,1976,Godavari,"Aurangabad, Paithan",Earthfill,41.3,10415,13410,2909000.00,39800,2170000.00,Irrigation & Hydroelectricity,18153,NA,2.909,2.17,19.469053,75.363036,High drought risk
JayakwadiNath Sagar,Pune - High drought risk,Pune,GODAVARI,2016-11-01,1.72,11,1,2016,1976,Godavari,"Aurangabad, Paithan",Earthfill,41.3,10415,13410,2909000.00,39800,2170000.00,Irrigation & Hydroelectricity,18153,NA,2.909,2.17,19.469053,75.363036,High drought risk
JayakwadiNath Sagar,Pune - High drought risk,Pune,GODAVARI,2016-12-01,1.51,12,1,2016,1976,Godavari,"Aurangabad, Paithan",Earthfill,41.3,10415,13410,2909000.00,39800,2170000.00,Irrigation & Hydroelectricity,18153,NA,2.909,2.17,19.469053,75.363036,High drought risk
Girna Reservoir,Hingoli - High drought risk,Hingoli,TAPI,2016-01-01,0.01,1,1,2016,1969,Girna,Nandgaon,Earthfill,54.56,963.17,2042,608980.00,60040,525920.00,Irrigation & Hydroelectricity,8433,NA,0.60898,0.52592,20.832733,75.423868,High drought risk
Girna Reservoir,Hingoli - High drought risk,Hingoli,TAPI,2016-02-01,0.01,2,1,2016,1969,Girna,Nandgaon,Earthfill,54.56,963.17,2042,608980.00,60040,525920.00,Irrigation & Hydroelectricity,8433,NA,0.60898,0.52592,20.832733,75.423868,High drought risk
Girna Reservoir,Hingoli - High drought risk,Hingoli,TAPI,2016-03-01,0,3,1,2016,1969,Girna,Nandgaon,Earthfill,54.56,963.17,2042,608980.00,60040,525920.00,Irrigation & Hydroelectricity,8433,NA,0.60898,0.52592,20.832733,75.423868,High drought risk
Girna Reservoir,Hingoli - High drought risk,Hingoli,TAPI,2016-04-01,0,4,1,2016,1969,Girna,Nandgaon,Earthfill,54.56,963.17,2042,608980.00,60040,525920.00,Irrigation & Hydroelectricity,8433,NA,0.60898,0.52592,20.832733,75.423868,High drought risk
Girna Reservoir,Hingoli - High drought risk,Hingoli,TAPI,2016-05-01,0,5,1,2016,1969,Girna,Nandgaon,Earthfill,54.56,963.17,2042,608980.00,60040,525920.00,Irrigation & Hydroelectricity,8433,NA,0.60898,0.52592,20.832733,75.423868,High drought risk
Girna Reservoir,Hingoli - High drought risk,Hingoli,TAPI,2016-06-01,0,6,1,2016,1969,Girna,Nandgaon,Earthfill,54.56,963.17,2042,608980.00,60040,525920.00,Irrigation & Hydroelectricity,8433,NA,0.60898,0.52592,20.832733,75.423868,High drought risk
Girna Reservoir,Hingoli - High drought risk,Hingoli,TAPI,2016-07-01,0.04,7,1,2016,1969,Girna,Nandgaon,Earthfill,54.56,963.17,2042,608980.00,60040,525920.00,Irrigation & Hydroelectricity,8433,NA,0.60898,0.52592,20.832733,75.423868,High drought risk
Girna Reservoir,Hingoli - High drought risk,Hingoli,TAPI,2016-08-01,0.35,8,1,2016,1969,Girna,Nandgaon,Earthfill,54.56,963.17,2042,608980.00,60040,525920.00,Irrigation & Hydroelectricity,8433,NA,0.60898,0.52592,20.832733,75.423868,High drought risk
Girna Reservoir,Hingoli - High drought risk,Hingoli,TAPI,2016-09-01,0.41,9,1,2016,1969,Girna,Nandgaon,Earthfill,54.56,963.17,2042,608980.00,60040,525920.00,Irrigation & Hydroelectricity,8433,NA,0.60898,0.52592,20.832733,75.423868,High drought risk
Girna Reservoir,Hingoli - High drought risk,Hingoli,TAPI,2016-10-01,0.47,10,1,2016,1969,Girna,Nandgaon,Earthfill,54.56,963.17,2042,608980.00,60040,525920.00,Irrigation & Hydroelectricity,8433,NA,0.60898,0.52592,20.832733,75.423868,High drought risk
Girna Reservoir,Hingoli - High drought risk,Hingoli,TAPI,2016-11-01,0.46,11,1,2016,1969,Girna,Nandgaon,Earthfill,54.56,963.17,2042,608980.00,60040,525920.00,Irrigation & Hydroelectricity,8433,NA,0.60898,0.52592,20.832733,75.423868,High drought risk
Girna Reservoir,Hingoli - High drought risk,Hingoli,TAPI,2016-12-01,0.38,12,1,2016,1969,Girna,Nandgaon,Earthfill,54.56,963.17,2042,608980.00,60040,525920.00,Irrigation & Hydroelectricity,8433,NA,0.60898,0.52592,20.832733,75.423868,High drought risk
Mulshi Dam,Pune - Low drought risk,Pune,KRISHNA,2016-01-01,NA,1,1,2016,1927,Mula,"Pune, Mulashi",Gravity,48.8,1533.38,NA,52230.00,3802,,Hydroelectricity,1892,NA,0.05223,NA,18.525686,73.511757,Low drought risk
Mulshi Dam,Pune - Low drought risk,Pune,KRISHNA,2016-02-01,NA,2,1,2016,1927,Mula,"Pune, Mulashi",Gravity,48.8,1533.38,NA,52230.00,3802,,Hydroelectricity,1892,NA,0.05223,NA,18.525686,73.511757,Low drought risk
Mulshi Dam,Pune - Low drought risk,Pune,KRISHNA,2016-03-01,NA,3,1,2016,1927,Mula,"Pune, Mulashi",Gravity,48.8,1533.38,NA,52230.00,3802,,Hydroelectricity,1892,NA,0.05223,NA,18.525686,73.511757,Low drought risk
Mulshi Dam,Pune - Low drought risk,Pune,KRISHNA,2016-04-01,NA,4,1,2016,1927,Mula,"Pune, Mulashi",Gravity,48.8,1533.38,NA,52230.00,3802,,Hydroelectricity,1892,NA,0.05223,NA,18.525686,73.511757,Low drought risk
Mulshi Dam,Pune - Low drought risk,Pune,KRISHNA,2016-05-01,NA,5,1,2016,1927,Mula,"Pune, Mulashi",Gravity,48.8,1533.38,NA,52230.00,3802,,Hydroelectricity,1892,NA,0.05223,NA,18.525686,73.511757,Low drought risk
Mulshi Dam,Pune - Low drought risk,Pune,KRISHNA,2016-06-01,NA,6,1,2016,1927,Mula,"Pune, Mulashi",Gravity,48.8,1533.38,NA,52230.00,3802,,Hydroelectricity,1892,NA,0.05223,NA,18.525686,73.511757,Low drought risk
Mulshi Dam,Pune - Low drought risk,Pune,KRISHNA,2016-07-01,NA,7,1,2016,1927,Mula,"Pune, Mulashi",Gravity,48.8,1533.38,NA,52230.00,3802,,Hydroelectricity,1892,NA,0.05223,NA,18.525686,73.511757,Low drought risk
Mulshi Dam,Pune - Low drought risk,Pune,KRISHNA,2016-08-01,NA,8,1,2016,1927,Mula,"Pune, Mulashi",Gravity,48.8,1533.38,NA,52230.00,3802,,Hydroelectricity,1892,NA,0.05223,NA,18.525686,73.511757,Low drought risk
Mulshi Dam,Pune - Low drought risk,Pune,KRISHNA,2016-09-01,NA,9,1,2016,1927,Mula,"Pune, Mulashi",Gravity,48.8,1533.38,NA,52230.00,3802,,Hydroelectricity,1892,NA,0.05223,NA,18.525686,73.511757,Low drought risk
Mulshi Dam,Pune - Low drought risk,Pune,KRISHNA,2016-10-01,NA,10,1,2016,1927,Mula,"Pune, Mulashi",Gravity,48.8,1533.38,NA,52230.00,3802,,Hydroelectricity,1892,NA,0.05223,NA,18.525686,73.511757,Low drought risk
Mulshi Dam,Pune - Low drought risk,Pune,KRISHNA,2016-11-01,NA,11,1,2016,1927,Mula,"Pune, Mulashi",Gravity,48.8,1533.38,NA,52230.00,3802,,Hydroelectricity,1892,NA,0.05223,NA,18.525686,73.511757,Low drought risk
Mulshi Dam,Pune - Low drought risk,Pune,KRISHNA,2016-12-01,NA,12,1,2016,1927,Mula,"Pune, Mulashi",Gravity,48.8,1533.38,NA,52230.00,3802,,Hydroelectricity,1892,NA,0.05223,NA,18.525686,73.511757,Low drought risk
BhimaUjjani Reservoir,Satara - High drought risk,Satara,KRISHNA,2016-01-01,0,1,1,2016,1980,Bhima,"Solapur, Tembhurni",Earthfill,56.4,2534,NA,3140000.00,337000,1440000.00,Irrigation,15717,NA,3.14,1.44,18.0744675082284,75.1202791954433,High drought risk
BhimaUjjani Reservoir,Satara - High drought risk,Satara,KRISHNA,2016-02-01,0,2,1,2016,1980,Bhima,"Solapur, Tembhurni",Earthfill,56.4,2534,NA,3140000.00,337000,1440000.00,Irrigation,15717,NA,3.14,1.44,18.0744675082284,75.1202791954433,High drought risk
BhimaUjjani Reservoir,Satara - High drought risk,Satara,KRISHNA,2016-03-01,0,3,1,2016,1980,Bhima,"Solapur, Tembhurni",Earthfill,56.4,2534,NA,3140000.00,337000,1440000.00,Irrigation,15717,NA,3.14,1.44,18.0744675082284,75.1202791954433,High drought risk
BhimaUjjani Reservoir,Satara - High drought risk,Satara,KRISHNA,2016-04-01,0,4,1,2016,1980,Bhima,"Solapur, Tembhurni",Earthfill,56.4,2534,NA,3140000.00,337000,1440000.00,Irrigation,15717,NA,3.14,1.44,18.0744675082284,75.1202791954433,High drought risk
BhimaUjjani Reservoir,Satara - High drought risk,Satara,KRISHNA,2016-05-01,0,5,1,2016,1980,Bhima,"Solapur, Tembhurni",Earthfill,56.4,2534,NA,3140000.00,337000,1440000.00,Irrigation,15717,NA,3.14,1.44,18.0744675082284,75.1202791954433,High drought risk
BhimaUjjani Reservoir,Satara - High drought risk,Satara,KRISHNA,2016-06-01,0,6,1,2016,1980,Bhima,"Solapur, Tembhurni",Earthfill,56.4,2534,NA,3140000.00,337000,1440000.00,Irrigation,15717,NA,3.14,1.44,18.0744675082284,75.1202791954433,High drought risk
BhimaUjjani Reservoir,Satara - High drought risk,Satara,KRISHNA,2016-07-01,0,7,1,2016,1980,Bhima,"Solapur, Tembhurni",Earthfill,56.4,2534,NA,3140000.00,337000,1440000.00,Irrigation,15717,NA,3.14,1.44,18.0744675082284,75.1202791954433,High drought risk
BhimaUjjani Reservoir,Satara - High drought risk,Satara,KRISHNA,2016-08-01,0.94,8,1,2016,1980,Bhima,"Solapur, Tembhurni",Earthfill,56.4,2534,NA,3140000.00,337000,1440000.00,Irrigation,15717,NA,3.14,1.44,18.0744675082284,75.1202791954433,High drought risk
BhimaUjjani Reservoir,Satara - High drought risk,Satara,KRISHNA,2016-09-01,1.49,9,1,2016,1980,Bhima,"Solapur, Tembhurni",Earthfill,56.4,2534,NA,3140000.00,337000,1440000.00,Irrigation,15717,NA,3.14,1.44,18.0744675082284,75.1202791954433,High drought risk
BhimaUjjani Reservoir,Satara - High drought risk,Satara,KRISHNA,2016-10-01,1.52,10,1,2016,1980,Bhima,"Solapur, Tembhurni",Earthfill,56.4,2534,NA,3140000.00,337000,1440000.00,Irrigation,15717,NA,3.14,1.44,18.0744675082284,75.1202791954433,High drought risk
BhimaUjjani Reservoir,Satara - High drought risk,Satara,KRISHNA,2016-11-01,1.52,11,1,2016,1980,Bhima,"Solapur, Tembhurni",Earthfill,56.4,2534,NA,3140000.00,337000,1440000.00,Irrigation,15717,NA,3.14,1.44,18.0744675082284,75.1202791954433,High drought risk
BhimaUjjani Reservoir,Satara - High drought risk,Satara,KRISHNA,2016-12-01,1.27,12,1,2016,1980,Bhima,"Solapur, Tembhurni",Earthfill,56.4,2534,NA,3140000.00,337000,1440000.00,Irrigation,15717,NA,3.14,1.44,18.0744675082284,75.1202791954433,High drought risk
Upper TapiHatnur Reservoir,Jalgaon - High drought risk,Jalgaon,TAPI,2017-01-01,0.19,1,1,2017,1982,Tapi,"Jalgaon, Bhusawal",Earthfill,25.5,2580,3850,388000.00,48160,255000.00,Irrigation,26415,NA,0.388,0.255,21.0727972,75.9456968,High drought risk
Upper TapiHatnur Reservoir,Jalgaon - High drought risk,Jalgaon,TAPI,2017-02-01,0.16,2,1,2017,1982,Tapi,"Jalgaon, Bhusawal",Earthfill,25.5,2580,3850,388000.00,48160,255000.00,Irrigation,26415,NA,0.388,0.255,21.0727972,75.9456968,High drought risk
Upper TapiHatnur Reservoir,Jalgaon - High drought risk,Jalgaon,TAPI,2017-03-01,0.12,3,1,2017,1982,Tapi,"Jalgaon, Bhusawal",Earthfill,25.5,2580,3850,388000.00,48160,255000.00,Irrigation,26415,NA,0.388,0.255,21.0727972,75.9456968,High drought risk
Upper TapiHatnur Reservoir,Jalgaon - High drought risk,Jalgaon,TAPI,2017-04-01,0.07,4,1,2017,1982,Tapi,"Jalgaon, Bhusawal",Earthfill,25.5,2580,3850,388000.00,48160,255000.00,Irrigation,26415,NA,0.388,0.255,21.0727972,75.9456968,High drought risk
Upper TapiHatnur Reservoir,Jalgaon - High drought risk,Jalgaon,TAPI,2017-05-01,0.02,5,1,2017,1982,Tapi,"Jalgaon, Bhusawal",Earthfill,25.5,2580,3850,388000.00,48160,255000.00,Irrigation,26415,NA,0.388,0.255,21.0727972,75.9456968,High drought risk
Upper TapiHatnur Reservoir,Jalgaon - High drought risk,Jalgaon,TAPI,2017-06-01,0.01,6,1,2017,1982,Tapi,"Jalgaon, Bhusawal",Earthfill,25.5,2580,3850,388000.00,48160,255000.00,Irrigation,26415,NA,0.388,0.255,21.0727972,75.9456968,High drought risk
Upper TapiHatnur Reservoir,Jalgaon - High drought risk,Jalgaon,TAPI,2017-07-01,0.01,7,1,2017,1982,Tapi,"Jalgaon, Bhusawal",Earthfill,25.5,2580,3850,388000.00,48160,255000.00,Irrigation,26415,NA,0.388,0.255,21.0727972,75.9456968,High drought risk
Upper TapiHatnur Reservoir,Jalgaon - High drought risk,Jalgaon,TAPI,2017-08-01,0.15,8,1,2017,1982,Tapi,"Jalgaon, Bhusawal",Earthfill,25.5,2580,3850,388000.00,48160,255000.00,Irrigation,26415,NA,0.388,0.255,21.0727972,75.9456968,High drought risk
Upper TapiHatnur Reservoir,Jalgaon - High drought risk,Jalgaon,TAPI,2017-09-01,0.25,9,1,2017,1982,Tapi,"Jalgaon, Bhusawal",Earthfill,25.5,2580,3850,388000.00,48160,255000.00,Irrigation,26415,NA,0.388,0.255,21.0727972,75.9456968,High drought risk
Upper TapiHatnur Reservoir,Jalgaon - High drought risk,Jalgaon,TAPI,2017-10-01,0.26,10,1,2017,1982,Tapi,"Jalgaon, Bhusawal",Earthfill,25.5,2580,3850,388000.00,48160,255000.00,Irrigation,26415,NA,0.388,0.255,21.0727972,75.9456968,High drought risk
Upper TapiHatnur Reservoir,Jalgaon - High drought risk,Jalgaon,TAPI,2017-11-01,0.24,11,1,2017,1982,Tapi,"Jalgaon, Bhusawal",Earthfill,25.5,2580,3850,388000.00,48160,255000.00,Irrigation,26415,NA,0.388,0.255,21.0727972,75.9456968,High drought risk
Upper TapiHatnur Reservoir,Jalgaon - High drought risk,Jalgaon,TAPI,2017-12-01,0.22,12,1,2017,1982,Tapi,"Jalgaon, Bhusawal",Earthfill,25.5,2580,3850,388000.00,48160,255000.00,Irrigation,26415,NA,0.388,0.255,21.0727972,75.9456968,High drought risk
Isapur Reservoir,Aurangabad - Low drought risk,Aurangabad,GODAVARI,2017-01-01,0.35,1,1,2017,1982,Penganga,Nanded,Earthfill,57,4120.1,11216,1254000.00,NA,951000.00,Irrigation,10480,NA,1.254,0.951,19.727953,77.43668,Low drought risk
Isapur Reservoir,Aurangabad - Low drought risk,Aurangabad,GODAVARI,2017-02-01,0.32,2,1,2017,1982,Penganga,Nanded,Earthfill,57,4120.1,11216,1254000.00,NA,951000.00,Irrigation,10480,NA,1.254,0.951,19.727953,77.43668,Low drought risk
Isapur Reservoir,Aurangabad - Low drought risk,Aurangabad,GODAVARI,2017-03-01,0.23,3,1,2017,1982,Penganga,Nanded,Earthfill,57,4120.1,11216,1254000.00,NA,951000.00,Irrigation,10480,NA,1.254,0.951,19.727953,77.43668,Low drought risk
Isapur Reservoir,Aurangabad - Low drought risk,Aurangabad,GODAVARI,2017-04-01,0.14,4,1,2017,1982,Penganga,Nanded,Earthfill,57,4120.1,11216,1254000.00,NA,951000.00,Irrigation,10480,NA,1.254,0.951,19.727953,77.43668,Low drought risk
Isapur Reservoir,Aurangabad - Low drought risk,Aurangabad,GODAVARI,2017-05-01,0.04,5,1,2017,1982,Penganga,Nanded,Earthfill,57,4120.1,11216,1254000.00,NA,951000.00,Irrigation,10480,NA,1.254,0.951,19.727953,77.43668,Low drought risk
Isapur Reservoir,Aurangabad - Low drought risk,Aurangabad,GODAVARI,2017-06-01,0.05,6,1,2017,1982,Penganga,Nanded,Earthfill,57,4120.1,11216,1254000.00,NA,951000.00,Irrigation,10480,NA,1.254,0.951,19.727953,77.43668,Low drought risk
Isapur Reservoir,Aurangabad - Low drought risk,Aurangabad,GODAVARI,2017-07-01,0.06,7,1,2017,1982,Penganga,Nanded,Earthfill,57,4120.1,11216,1254000.00,NA,951000.00,Irrigation,10480,NA,1.254,0.951,19.727953,77.43668,Low drought risk
